,pValue,logFC 
MIER3,0,0.075987029
DGKI,0,0.075916554
PGAP1,0,0.075799037
TBC1D9,0,0.075747454
RPS24,0,0.075474646
FNBP1,0,0.07542305
FSIP1,0,0.075357289
MAP9,0,0.075340536
RIMS2,0,0.075249428
H3F3B,0,0.075198422
ASPHD1,0,0.075084207
ATRNL1,0,0.075083154
FGFR1OP2,0,0.07508161
PELI1,0,0.074978132
TMOD2,0,0.074624697
LINC02060,0,0.074599905
ZNF350-AS1,0,0.074480229
HNRNPA2B1,0,0.074414993
JARID2,0,0.07437812
ARG2,0,0.074327768
INPP4A,0,0.074320442
RPS19,0,0.0742266
CEP350,0,0.073947473
STXBP1,0,0.073932997
ZSWIM6,0,0.073913672
FAM135A,0,0.073742613
RPS27A,0,0.073699624
CBL,0,0.073607306
DNAJC3,0,0.073597334
PFKFB3,0,0.073534704
DNAJC6,0,0.073519049
MAP3K1,0,0.073516496
RPL41,0,0.073434775
MACO1,0,0.073274111
PREPL,0,0.07327231
ABITRAM,0,0.073247711
LAPTM4B,0,0.073217311
TET2,0,0.073155847
HMGCR,0,0.073136695
PPCDC,0,0.073019967
AP3S1,0,0.07291212
TYW1B,0,0.072864607
PRRC2B,0,0.072662796
ABHD18,0,0.072463431
TRA2B,0,0.072427179
MNAT1,0,0.072251821
PRH1,0,0.072239724
FRMD5,0,0.072128644
AC106881.1,0,0.07192322
PITHD1,0,0.071761462
FTX,0,0.071736834
BAZ1B,0,0.071707052
SEPTIN7,0,0.071665139
HSDL2,0,0.071620763
PLEKHA5,0,0.071544889
HP1BP3,0,0.071543187
CASTOR3,0,0.071372572
TRAK1,0,0.071331324
FECH,0,0.071276695
AC023905.1,0,0.071159473
IGSF9B,0,0.071135638
GPBP1L1,0,0.071119443
AC092691.1,0,0.071098421
PAK1,0,0.071097586
KIF21B,0,0.071040911
PGK1,0,0.071016586
CAPRIN2,0,0.07087551
CNOT2,0,0.070812129
FARP2,0,0.070765935
KATNBL1,0,0.070748209
MAPKAPK2,0,0.070734516
AC092567.1,0,0.070732311
SNRK,0,0.070626052
TAF3,0,0.07060798
RAB3A,0,0.07059191
CAPRIN1,0,0.0705111
ZNF333,0,0.070473134
TRIM46,0,0.070274702
LSS,0,0.07021458
AP1B1,0,0.070214562
TRIB2,0,0.070137778
STXBP5,0,0.070080593
FAM227A,0,0.069996257
PDZD4,0,0.069866359
TIAM1,0,0.069811257
ZSCAN5A,0,0.069783871
FAT4,0,0.069779722
SETD2,0,0.069723933
CUL1,0,0.069498746
CDR2L,0,0.069395444
ODC1,0,0.069388126
TOPORS,0,0.069369613
TMEFF1,0,0.069362893
RPS6KL1,0,0.069352324
FCHSD2,0,0.069268829
LINC00205,0,0.069265918
COP1,0,0.069074787
AC012485.1,0,0.069029397
RAB9A,0,0.068974985
RIN2,0,0.068841407
TTC9C,0,0.068837626
VPS50,0,0.068823932
ARHGAP32,0,0.068714093
RAVER1,0,0.068665672
PCDH17,0,0.068636668
CAVIN4,0,0.068572032
CHD2,0,0.068524305
VTI1A,0,0.068470563
FRYL,0,0.068448903
MTMR4,0,0.068346621
NDN,0,0.068184345
PWRN4,0,0.068038325
TMEM178B,0,0.067981105
MCM9,0,0.067960594
ADIPOR2,0,0.067874877
AHCYL1,0,0.067796187
AHCYL2,0,0.067742819
BAZ2A,0,0.067696534
RCOR1,0,0.06766423
TMTC2,0,0.067627023
TUBB2A,0,0.067420133
CACNG7,0,0.067270516
ZFR2,0,0.067172068
AC051619.6,0,0.067122935
CHCHD6,0,0.066991079
MCL1,0,0.066894719
RNF130,0,0.066886606
TTC21A,0,0.066832051
SLC25A33,0,0.066776561
PSAP,0,0.066760068
RAD23B,0,0.066675
IMMP1L,0,0.066671495
PWRN1,0,0.066549743
AC068725.1,0,0.066533747
TBC1D16,0,0.06646943
WDFY3,0,0.066337467
ZRANB2,0,0.066222417
DNAH6,0,0.066156466
MTERF1,0,0.066153579
SLC25A29,0,0.066109319
WTIP,0,0.065976149
ARL3,0,0.065934794
CREM,0,0.065878527
HNRNPA1,0,0.065803885
PUS10,0,0.065787247
RAB11FIP4,0,0.065732464
SEPTIN3,0,0.065639595
CHST12,0,0.065539344
SINHCAF,0,0.065522703
RDX,0,0.065511327
RNF213,0,0.065431957
SERINC1,0,0.065200231
UNC79,0,0.0650156
NR2F2,0,0.065007474
NKAIN1,0,0.064948793
SFXN4,0,0.064943406
PRKCZ,0,0.064935305
TSPAN13,0,0.064888443
ACTG1,0,0.064881401
MSANTD2,0,0.06469507
SLC38A2,0,0.064665891
EXT1,0,0.064661061
CLCN4,0,0.064631357
RASSF2,0,0.064614102
HNRNPA0,0,0.064574629
C5orf30,0,0.06448711
IFT20,0,0.06442661
FUS,0,0.064397774
EFNB2,0,0.064382686
FILIP1L,0,0.064343805
RABGAP1L,0,0.064214789
PTGFRN,0,0.064085347
CSNK1A1,0,0.064054647
RHOBTB3,0,0.063985303
ETFB,0,0.06393184
ARGLU1,0,0.063924445
LDOC1,0,0.063804731
R3HDM1,0,0.063743078
UGCG,0,0.063704944
RNF157,0,0.063701965
DOCK4,0,0.063635691
PTPN12,0,0.063616107
TACC2,0,0.063603164
LRRC49,0,0.063579088
MXI1,0,0.06356209
SMIM14,0,0.063501982
KAT6A,0,0.063477191
GCLC,0,0.063362831
TULP3,0,0.063300439
MAPRE3,0,0.063194053
RUVBL1,0,0.063187903
TSPOAP1-AS1,0,0.063162202
MAN1A2,0,0.063066533
SORBS2,0,0.062917045
SPEN,0,0.062906023
NNT,0,0.062802229
NAB1,0,0.062768312
ANKFY1,0,0.062731903
TVP23C,0,0.062604033
MYCBP2-AS1,0,0.062587131
PDS5A,0,0.06255878
VLDLR-AS1,0,0.062554507
BLCAP,0,0.062533155
GPC2,0,0.062515673
BRD2,0,0.062351477
RPL34,0,0.062321684
FANCM,0,0.062258721
GDAP1,0,0.062258166
LIN52,0,0.062204634
IDS,0,0.062182862
ATP13A2,0,0.062180773
CTNNB1,0,0.062148529
TOB2,0,0.062037456
ST3GAL6,0,0.062030759
UBE2D3,0,0.062014362
PPAT,0,0.061969803
KLHL15,0,0.061904366
FSCN1,0,0.061825945
C4orf33,0,0.061817935
MGAT5,0,0.061786694
NIPA2,0,0.061776613
CCDC112,0,0.061736856
EXOC1,0,0.061645141
NBDY,0,0.061536479
SMARCA5,0,0.06150055
ZNF667,0,0.061338812
MINPP1,0,0.061249841
KLHL36,0,0.061203324
ZNF540,0,0.061091549
RNF31,0,0.061046778
CCDC82,0,0.060968733
KIF5B,0,0.060947602
STOX1,0,0.060920021
AC233296.1,0,0.060845533
VAMP2,0,0.060646496
PHYH,0,0.060594875
ADAM22,0,0.060525476
DHX9,0,0.060296395
LARGE1,0,0.060138514
PPP2R3A,0,0.060002596
INSIG2,0,0.059995116
PLEKHA1,0,0.05997561
GPRIN3,0,0.059898424
PPM1L,0,0.059832591
SCMH1,0,0.059768249
FAM184A,0,0.05968217
INTS13,0,0.059622527
EPN2,0,0.059447493
INTS10,0,0.059405425
ASGR1,0,0.059382285
PUM2,0,0.05933151
TUSC3,0,0.059249338
OCIAD2,0,0.059200422
ATP1B3,0,0.059189381
ACAT1,0,0.059155191
CEP41,0,0.059136067
MIR3936HG,0,0.059105585
PSME4,0,0.059019537
GALNT7,0,0.058968059
CORO1B,0,0.058940098
TCTEX1D2,0,0.058841418
PTPRJ,0,0.058832954
GNAS,0,0.058766348
FYN,0,0.058731588
SECISBP2L,0,0.05859308
ESF1,0,0.058510307
KCNMB2-AS1,0,0.058466143
PHTF1,0,0.058392878
ING3,0,0.058317423
ZRANB2-AS1,0,0.058250801
LINC01504,0,0.058238213
THBS4,0,0.058156727
CPEB4,0,0.058108524
MAP7D1,0,0.058090197
CDC42EP3,0,0.057975421
NSD1,0,0.057945079
TUBA1A,0,0.057944083
FAM107B,0,0.057938093
CEP290,0,0.05793795
LINC01004,0,0.057909956
ACTB,0,0.057894504
ACSL4,0,0.057884571
FSD1L,0,0.057741324
INSR,0,0.057654233
A2ML1-AS1,0,0.057630197
ILF3,0,0.05751455
PROCR,0,0.057508361
ARHGAP5,0,0.057497981
ENOX2,0,0.057454653
HSD17B11,0,0.057432308
ERO1B,0,0.057416197
GNG4,0,0.057342074
ARID4B,0,0.057331107
AC097537.1,0,0.057242355
ADAMTS7,0,0.057217424
SCG3,0,0.057205523
PKNOX1,0,0.057204122
SCARB2,0,0.057176396
TUBB2B,0,0.057122245
GNAO1,0,0.056834671
C14orf132,0,0.056710503
STEAP4,0,0.056704929
GNG7,0,0.056655723
AC104827.1,0,0.056641856
SCAPER,0,0.056634557
TTLL7,0,0.056606068
ADAM10,0,0.056596458
FCHO2,0,0.056589583
AMD1,0,0.056581265
RUFY2,0,0.056571964
PAXBP1,0,0.05644216
NRF1,0,0.056233992
FUCA2,0,0.056173686
CTNNA2,0,0.05604617
FMN2,0,0.056021836
ST7,0,0.055992163
VEZF1,0,0.055876941
PCM1,0,0.055847455
SRPK2,0,0.055817652
DCX,0,0.055557572
MYCBP2,0,0.055506891
SLK,0,0.055443014
PHF20L1,0,0.055391362
NSUN6,0,0.055164933
KMT2C,0,0.05515703
HNRNPK,0,0.055032641
CYP2R1,0,0.055008809
LINC00342,0,0.054918159
YAE1,0,0.05487755
ITSN1,0,0.054839206
ALG8,0,0.0546037
LRRC37B,0,0.054543966
DNM2,0,0.054446065
CCDC85C,0,0.054376199
FAM155A,0,0.054355577
PHF6,0,0.054258478
FLNA,0,0.054233352
USP49,0,0.054196431
UBL3,0,0.053935282
WASF3,0,0.053919733
WSB1,0,0.053877418
NF1,0,0.053830272
SUV39H2,0,0.053761279
FEZ1,0,0.053755821
AC007262.2,0,0.053684484
TTC3,0,0.053638019
MIR181A2HG,0,0.053631269
IPO9-AS1,0,0.053627255
MED13,0,0.053573759
WDR60,0,0.053503776
PGGT1B,0,0.053490373
AC026341.1,0,0.053328869
PAFAH1B3,0,0.053217467
MCU,0,0.053201573
CSNK1G3,0,0.053177339
MAN1B1,0,0.053125381
RPS6KA6,0,0.053086376
RB1CC1,0,0.053058192
ARRDC3,0,0.053053019
SNRPB,0,0.05301594
NEDD9,0,0.052945088
PDE10A,0,0.05287154
MAP6,0,0.052767453
AGPAT5,0,0.052664532
SYT14,0,0.052606725
CALCOCO2,0,0.052520934
TUBG1,0,0.052485577
CAMSAP3,0,0.052455499
AC006115.2,0,0.052415981
SCD5,0,0.052061959
MLLT11,0,0.0520265
JAKMIP2,0,0.051969047
WAC,0,0.051941694
SEMA6C,0,0.051874061
CRMP1,0,0.051808596
CCDC66,0,0.051665445
ENSA,0,0.05163471
ZFAND1,0,0.05140549
TRIM8,0,0.05140062
CLASP2,0,0.051393803
FBXL17,0,0.051316688
BASP1,0,0.051310317
PHIP,0,0.051116058
RASAL2,0,0.05106233
TSPAN6,0,0.050940272
STMN1,0,0.050866243
MRPS25,0,0.050822236
FBXO3,0,0.050812165
USP15,0,0.050769115
UPF3B,0,0.050678871
AMN1,0,0.050590325
BCL7A,0,0.050391152
KDM1B,0,0.050256146
XKR6,0,0.050044552
NAA35,0,0.049975876
ARMC8,0,0.049968477
DNM1L,0,0.04991969
AC012358.3,0,0.049825325
AC005920.2,0,0.049801095
IAH1,0,0.049647461
AC023494.1,0,0.049632881
MAP2,0,0.049569093
IGF1R,0,0.049462088
SLC25A4,0,0.049349259
MRTFA,0,0.049263671
HMGXB4,0,0.049255781
SRRM4,0,0.049173284
TMED5,0,0.049100478
RTF1,0,0.049087162
RFX1,0,0.049044137
GABRB3,0,0.049003259
UBE2E2,0,0.048800854
DIPK1A,0,0.048748062
STRBP,0,0.048708667
NCOA1,0,0.048608628
SEC62,0,0.048578055
FBXO11,0,0.048492842
SH3BP2,0,0.04848852
VDAC3,0,0.048400746
SMAD5,0,0.048372182
ELMSAN1,0,0.048239507
CD276,0,0.048194301
KIAA1211,0,0.048168
CD24,0,0.048167249
WNK1,0,0.048078842
GNB5,0,0.047962476
CEP170,0,0.047922149
TMEM63B,0,0.047909022
C5orf24,0,0.047905
AFAP1,0,0.04768026
TMED8,0,0.04763347
PHLDB1,0,0.047554871
PPM1E,0,0.047466433
AL391807.1,0,0.047422067
PURG,0,0.047245015
DNAJA1,0,0.047146679
NIPBL,0,0.047080674
FGF13,0,0.047054146
DAAM1,0,0.046983773
ENTPD1-AS1,0,0.046982781
ISCA1,0,0.046956593
HERC2,0,0.046936374
C2CD5,0,0.046912856
AC245060.5,0,0.046905915
UBR2,0,0.046699617
AC131971.1,0,0.04669445
LDHA,0,0.046678123
CMIP,0,0.046637802
TMEM41B,0,0.046335834
CREB1,0,0.046195046
MAPK1IP1L,0,0.045950367
PPP2R2A,0,0.045904112
WDR17,0,0.045879883
MAP2K1,0,0.045801815
CREBBP,0,0.045736642
PRKCI,0,0.045709168
TM2D3,0,0.045585183
SBF2,0,0.045511206
ST8SIA4,0,0.045508335
ADAM9,0,0.045499254
RAD50,0,0.045445255
UFM1,0,0.045164417
CDC42,0,0.045032232
EGLN1,0,0.044831196
RC3H1,0,0.044706166
ZNF462,0,0.044696432
ZC3H8,0,0.044593443
UXS1,0,0.044585603
HERC1,0,0.044400069
ABHD17B,0,0.044363726
NPRL2,0,0.044238466
ZNF532,0,0.044230167
MED13L,0,0.044189469
GPALPP1,0,0.044172629
WTAP,0,0.044105991
PRPF4B,0,0.044068692
PRMT2,0,0.044064126
HNRNPH3,0,0.043985414
CDK5R1,0,0.043854622
MYH10,0,0.043793361
HCFC2,0,0.043775553
PCNX1,0,0.043772353
RIF1,0,0.043712423
TMSB10,0,0.043710826
LUC7L3,0,0.043667348
NKTR,0,0.043592282
ZNF608,0,0.043498524
GPR137B,0,0.04338986
AC110795.1,0,0.04338791
TMEM165,0,0.043267789
MCF2L,0,0.043251506
COMMD3,0,0.043216482
UBXN2A,0,0.043106937
CCDC90B,0,0.043009778
EFHC1,0,0.042855516
HSPA4,0,0.0428542
CCPG1,0,0.042789529
FAU,0,0.042728064
DAPK1,0,0.042717279
AC053513.1,0,0.04270749
KSR1,0,0.042682134
AFF4,0,0.042618907
AC079781.5,0,0.042572715
OGA,0,0.042388897
SGCE,0,0.042371525
C11orf80,0,0.042279043
EPHB6,0,0.042217354
TRAPPC10,0,0.042204247
MICU2,0,0.042175049
UPF3A,0,0.042152608
MVB12B,0,0.042063963
RERE,0,0.042015774
MBOAT2,0,0.041818574
MYO9A,0,0.04175089
TMSB15A,0,0.041741782
FRMD4A,0,0.041618769
USP22,0,0.04160655
ATP9A,0,0.041576962
ZNF92,0,0.041571164
CCDC88A,0,0.041564178
TRA2A,0,0.041349187
RASA2,0,0.041275653
ZNF609,0,0.041229377
SUCO,0,0.041184393
SMC3,0,0.041170269
SEC23A,0,0.041128383
CHIC2,0,0.040988271
DCUN1D4,0,0.040453517
DHX36,0,0.04041927
LPIN2,0,0.04030558
EIF3M,0,0.040279779
FBXO34,0,0.040044253
JKAMP,0,0.039929841
KDM4B,0,0.039820993
KIAA0895L,0,0.039754461
AMER2,0,0.03973582
TTC37,0,0.039722935
RHEB,0,0.03944117
PLA2G12A,0,0.039402163
DOCK7,0,0.039379345
AL390198.1,0,0.039357678
FAM120A,0,0.039162235
SMAD1,0,0.039127945
ZC3H15,0,0.038921857
HDHD5,0,0.038914458
HIF1A,0,0.038897182
ATAD1,0,0.038879104
CCNI,0,0.038845777
C4orf48,0,0.03883651
SSBP2,0,0.038724304
YTHDF3,0,0.038464176
LEPR,0,0.038219634
ABCB7,0,0.038200821
MANBAL,0,0.038084949
VEZT,0,0.038032669
ANKRD13C,0,0.037989583
RNF165,0,0.037848965
MALAT1,0,0.037796512
ZNF253,0,0.037698674
PWWP3A,0,0.037646878
DRAXIN,0,0.037514963
MAP4K3,0,0.037484523
BBS7,0,0.037272753
HECTD4,0,0.037256409
TMX3,0,0.037159929
UHRF2,0,0.036951948
ANP32A,0,0.036834024
SORT1,0,0.036795826
ABI2,0,0.036779856
BMP2K,0,0.036652918
ADNP,0,0.036642673
SRGAP2C,0,0.036605677
RUFY3,0,0.036589132
RNF38,0,0.03648042
LRRC40,0,0.036464305
TRPC1,0,0.03644953
LRRC8D,0,0.036429408
ERC1,0,0.036424691
CAMK1D,0,0.036329526
ZNF280C,0,0.036295717
EEF1A1,0,0.036239934
DEPDC5,0,0.036156895
NUDT3,0,0.036132458
TUBB3,0,0.036069741
DDX19B,0,0.036063094
LCLAT1,0,0.036018764
ATF7,0,0.035986731
RAB6A,0,0.035938337
XPNPEP3,0,0.035897222
RBFOX2,0,0.035855657
RNF19A,0,0.035852128
ZNF117,0,0.035839399
SPPL3,0,0.035584615
ATP2C1,0,0.035552638
AL138760.1,0,0.035439121
JPT1,0,0.035349105
GOLGA4,0,0.035253682
PHF5A,0,0.035161444
KLHL8,0,0.03512625
STX16,0,0.035103203
MFN1,0,0.035008101
LRCH2,0,0.03499474
ONECUT2,0,0.034992502
TMEM196,0,0.034950311
NBEAL1,0,0.0349502
WDFY2,0,0.034917735
BTD,0,0.034789069
MAPKAP1,0,0.034707183
UBXN7,0,0.034487719
SLC25A14,0,0.034407902
ZFAND5,0,0.034246621
ZSWIM5,0,0.034075045
DCAF8,0,0.034064022
ZNF84,0,0.033739878
SLC16A14,0,0.033726557
NREP,0,0.033679497
FER,0,0.033585432
BBS9,0,0.033477913
TNKS2,0,0.033429679
AC016716.2,0,0.033388296
PDE7A,0,0.033230932
DIP2C,0,0.03321476
AP001011.1,0,0.033203564
RCN2,0,0.033134477
ANKIB1,0,0.032993552
ROCK2,0,0.032943662
N4BP2L2,0,0.032625994
CRBN,0,0.032617403
RMST,0,0.03209227
HERC3,0,0.031843165
PRRC2C,0,0.031700968
ACTR10,0,0.031317864
SEPTIN2,0,0.031236395
UBXN2B,0,0.031225628
XRN1,0,0.031170351
SP3,0,0.030898079
LRP6,0,0.03078738
NDUFA5,0,0.030771055
FNBP1L,0,0.030741675
GNAQ,0,0.030704444
TUT4,0,0.030474898
KLF7,0,0.030179613
GDI2,0,0.030163863
AZI2,0,0.029633958
KIAA1549,0,0.029499373
NLK,0,0.02947739
RPL9,0,0.029447553
SFT2D1,0,0.029445854
GLG1,0,0.029175671
SPTBN1,0,0.028998488
MDH1,0,0.02856796
SLC39A10,0,0.028280549
ZC3H13,0,0.028259495
AC008443.1,0,0.027632455
CRYZL1,0,0.027227417
OSBPL8,0,0.027154293
UQCRC2,0,0.027098944
ORC3,0,0.026868027
HNRNPH1,0,0.026719509
CCNT2,0,0.026637136
MKRN1,0,0.026410455
CLUAP1,0,0.026134851
RPAP2,0,0.025906705
KLHL7,0,0.025731997
ATXN7,0,0.025618053
ANKRD28,0,0.025193408
BICRAL,0,0.024933642
CASK,0,0.024726126
MPRIP,0,0.02456204
IRAK1BP1,0,0.024198845
SUPT20H,0,0.023967581
TBC1D19,0,0.023666879
LUC7L2,0,0.023543278
AZIN1,0,0.022781964
HUWE1,0,0.022667139
ZSWIM8,0,0.022032087
RCC1L,0,0.021907316
SUPT4H1,0,0.021595771
GATAD2B,0,0.021278171
NPEPPS,0,0.021241551
ZNF711,0,0.021101218
MOB1B,0,0.020881599
VAPB,0,0.02075995
MEGF9,0,0.020604904
ANKRD11,0,0.020365233
ATAT1,0,0.020080001
PRDM2,0,0.019507225
KPNA5,0,0.018975151
ZMYM2,0,0.018833122
GPBP1,0,0.017664868
RBM28,0,0.016716128
FAM13B,0,0.016422187
RPS6KA5,0,0.016393703
CRTC1,0,0.016147588
TOP2B,0,0.013526467
NR2E1,2.10E-12,1.101968101
GFAP,2.10E-12,1.059601669
HOXD3,2.10E-12,0.697035977
LAMB2,2.10E-12,0.60482964
LINC01821,2.10E-12,0.525228062
LRTM1,2.10E-12,0.516379351
AL132780.2,2.10E-12,0.452363399
P2RY12,2.10E-12,0.380626053
ZC3HAV1,2.10E-12,0.366748029
PLAAT3,2.10E-12,0.325329411
TRANK1,2.10E-12,0.315707219
NEUROD1,2.10E-12,0.301593678
HS3ST2,2.10E-12,0.286163704
CD14,2.10E-12,0.245213179
AC006230.1,2.10E-12,0.232743064
MAGT1,2.10E-12,0.214023376
DDX60,2.10E-12,0.206769638
TAFA2,2.10E-12,0.19037759
PAPSS2,2.10E-12,0.186985269
MAB21L2,2.10E-12,0.179067877
DUBR,2.10E-12,0.17300318
RND2,2.10E-12,0.172579507
CAV1,2.10E-12,0.167955653
ZBTB7A,2.10E-12,0.162030299
GADD45B,2.10E-12,0.153541723
TRAF3,2.10E-12,0.152689512
AC025159.1,2.10E-12,0.141981644
VAT1,2.10E-12,0.135709831
AL590617.2,2.10E-12,0.134685024
GANAB,2.10E-12,0.131305593
RPL34-AS1,2.10E-12,0.118121488
AL138756.1,2.10E-12,0.116207094
SMIM20,2.10E-12,0.102641028
AGO3,2.10E-12,0.0982957
GARNL3,2.10E-12,0.087745211
MCRS1,2.10E-12,0.081653385
PRR7,2.10E-12,0.080759763
FAM102B,2.10E-12,0.076364645
MYCN,2.10E-12,0.076159765
STAU2,2.10E-12,0.075150939
TUBA1C,2.10E-12,0.073441727
REPS1,2.10E-12,0.072930086
TJAP1,2.10E-12,0.067915462
AC053527.2,2.10E-12,0.06693745
AL513327.1,2.10E-12,0.059051964
ZNF706,2.10E-12,0.056500233
NAA16,2.10E-12,0.052674371
TTI1,2.10E-12,0.043774972
NUP98,2.10E-12,0.042611814
ZNF334,2.10E-12,0.042425637
PTOV1-AS1,2.10E-12,0.042338748
LINC01578,2.10E-12,0.040951303
PIAS2,2.10E-12,0.039266178
DCP2,2.10E-12,0.036537419
AP1S1,2.10E-12,0.0356792
RAP1B,2.10E-12,0.031922257
C12orf57,2.10E-12,0.025076433
CTCF,2.10E-12,0.024185967
AL135878.1,4.21E-12,2.170320327
NAALADL2-AS2,4.21E-12,0.378470512
KCNH5,4.21E-12,0.229762547
LINC02664,4.21E-12,0.199362848
COLEC12,4.21E-12,0.188771742
ADAMTS1,4.21E-12,0.186444304
TMEM246,4.21E-12,0.185282034
GUCY1A1,4.21E-12,0.166654792
STAMBPL1,4.21E-12,0.152395308
LINC00486,4.21E-12,0.134740975
IFT74,4.21E-12,0.117511035
AC010974.2,4.21E-12,0.113437318
AIF1,4.21E-12,0.103382535
STARD4,4.21E-12,0.092839775
CCDC149,4.21E-12,0.092564225
ZNF254,4.21E-12,0.084456734
AC144652.1,4.21E-12,0.081882058
KHSRP,4.21E-12,0.075791819
EPHA3,4.21E-12,0.064259057
RMND5A,4.21E-12,0.058877982
RHOBTB1,4.21E-12,0.05451971
BEX4,4.21E-12,0.045419012
PLEKHA3,4.21E-12,0.0434205
IKZF2,4.21E-12,0.042082891
MACROD1,4.21E-12,0.040504636
ERO1A,4.21E-12,0.039186001
MSI2,4.21E-12,0.038755856
ARL6IP6,4.21E-12,0.035060088
ANKRD54,4.21E-12,0.034950137
SPIRE2,4.21E-12,0.033205345
PAFAH1B1,4.21E-12,0.024785845
NDUFB5,4.21E-12,0.021157744
PITPNM2,6.31E-12,0.587703903
NNMT,6.31E-12,0.582763589
FAM72D,6.31E-12,0.370664307
HRK,6.31E-12,0.343569507
ZNF804B,6.31E-12,0.288403975
ELFN1,6.31E-12,0.276029663
AL121821.2,6.31E-12,0.233994965
FKBP9,6.31E-12,0.206206257
DHRS12,6.31E-12,0.179953962
GRM5,6.31E-12,0.179258715
HMGB3,6.31E-12,0.11808636
NDUFV3,6.31E-12,0.113841355
MCF2L2,6.31E-12,0.099525301
AUXG01000058.1,6.31E-12,0.094337057
CALM3,6.31E-12,0.068014231
ABCB9,6.31E-12,0.064042065
GEMIN7-AS1,6.31E-12,0.063789217
CSRNP3,6.31E-12,0.062945024
FAM102A,6.31E-12,0.056734186
RFLNA,6.31E-12,0.037783859
CREG2,8.42E-12,0.487505418
FAM43A,8.42E-12,0.384763097
AL445123.2,8.42E-12,0.292571792
CDC25B,8.42E-12,0.247125201
PRUNE2,8.42E-12,0.218338019
TRIP10,8.42E-12,0.150975366
LINC00467,8.42E-12,0.130140461
LPCAT4,8.42E-12,0.096990348
CD2AP,8.42E-12,0.093234379
CCNY,8.42E-12,0.087285004
RERG,8.42E-12,0.070792156
TMEM87B,8.42E-12,0.054880803
ARL13B,8.42E-12,0.054769682
CMC2,8.42E-12,0.05186211
RTN3,8.42E-12,0.044900965
GK5,8.42E-12,0.042365957
DOK1,1.05E-11,0.633249081
DOCK9,1.05E-11,0.237007462
AL157944.1,1.05E-11,0.221661581
EME1,1.05E-11,0.190737072
ASPN,1.05E-11,0.108287922
AC239809.3,1.05E-11,0.102043939
ZNF516,1.05E-11,0.0868459
ZNF33A,1.05E-11,0.053579615
LRRC58,1.05E-11,0.043842767
SCAF4,1.05E-11,0.033366527
GPR1,1.26E-11,0.538275051
LINC01151,1.26E-11,0.267595585
NRM,1.26E-11,0.178422595
DNAJA4,1.26E-11,0.137669468
DNAJB11,1.26E-11,0.132385755
AOAH,1.26E-11,0.126677047
NPB,1.26E-11,0.117632817
NGLY1,1.26E-11,0.101296482
RACK1,1.26E-11,0.095431584
CCNH,1.26E-11,0.069334556
CKAP5,1.26E-11,0.05625056
IFI44L,1.47E-11,0.537725248
ASB18,1.47E-11,0.15136285
HSP90B1,1.47E-11,0.109140528
METAP1,1.47E-11,0.070007639
CCDC14,1.47E-11,0.061481518
NTMT1,1.47E-11,0.050404368
GSS,1.47E-11,0.047631809
BACH2,1.47E-11,0.034768762
GTF2A2,1.47E-11,0.032008069
USP33,1.47E-11,0.024366687
GLIPR1L1,1.68E-11,0.125901484
NECTIN3,1.68E-11,0.120772627
HDAC4,1.68E-11,0.110112068
ANKDD1A,1.68E-11,0.103581566
UBE2O,1.68E-11,0.09104666
MAN1A1,1.68E-11,0.078642254
UBE3A,1.68E-11,0.049384523
RBM8A,1.68E-11,0.040741095
CDK12,1.68E-11,0.031633484
AK5,1.89E-11,0.383221785
MMRN1,1.89E-11,0.250797841
C8orf87,1.89E-11,0.213227935
ADGRG6,1.89E-11,0.203072427
TBCC,1.89E-11,0.073903063
FBXO32,2.10E-11,0.262997651
SIRPA,2.10E-11,0.120206318
RALGAPA1,2.10E-11,0.040334206
SHOX2,2.31E-11,0.717028221
AC138627.1,2.31E-11,0.304631944
DCT,2.53E-11,2.340865476
GCH1,2.53E-11,0.434873458
TTC39B,2.53E-11,0.165708238
TCEAL2,2.53E-11,0.03983044
SRP72,2.53E-11,0.022814633
TKTL1,2.74E-11,0.902590886
ACKR1,2.74E-11,0.194892002
SLC16A10,2.74E-11,0.176649552
CYP27C1,2.74E-11,0.157326522
DUOX1,2.74E-11,0.084404342
CDKN1B,2.74E-11,0.036241023
HMBOX1,2.74E-11,0.015714925
GPX8,2.95E-11,0.669164613
TGFBR2,2.95E-11,0.535860201
F3,3.16E-11,0.86407836
DHX57,3.16E-11,0.041536164
AC022034.1,3.37E-11,1.245215022
ITGB1-DT,3.37E-11,0.081714134
AL807742.1,3.58E-11,0.165029694
MAATS1,3.58E-11,0.128975014
PALD1,3.79E-11,0.370790413
USP3,3.79E-11,0.045943445
SELENON,4.42E-11,0.182353429
AC110285.2,4.42E-11,0.048714526
AC013287.1,4.63E-11,0.145932667
TMC3-AS1,4.63E-11,0.099217693
AS3MT,4.63E-11,0.081772712
ETV6,4.63E-11,0.037352642
AC008957.2,4.84E-11,2.255651222
CRIP2,4.84E-11,0.046109039
TTC38,5.47E-11,0.147869756
CCDC24,5.47E-11,0.099730587
URGCP,5.47E-11,0.052070403
EFHD2,5.68E-11,0.238489833
CEP76,5.68E-11,0.094621328
ZNF215,5.68E-11,0.084735779
ABHD14A,5.89E-11,0.095761984
GABRG3-AS1,6.10E-11,0.25173906
ZNF442,6.10E-11,0.058968772
PIK3IP1,6.31E-11,0.126390876
GFRA2,6.52E-11,0.138470255
CANX,6.52E-11,0.135909514
